Date,Hashrate (TH/s)
2019-10-10,101000000.0
2019-10-11,96433333.33
2019-10-12,91866666.67
2019-10-13,87300000.0
2019-10-14,90533333.33
2019-10-15,93766666.67
2019-10-16,97000000.0
2019-10-17,96133333.33
2019-10-18,95266666.67
2019-10-19,94400000.0
2019-10-20,99266666.67
2019-10-21,104133333.3
2019-10-22,109000000.0
2019-10-23,104433333.3
2019-10-24,99866666.67
2019-10-25,95300000.0
2019-10-26,93700000.0
2019-10-27,92100000.0
2019-10-28,90500000.0
2019-10-29,89833333.33
2019-10-30,89166666.67
2019-10-31,88500000.0
2019-11-01,88933333.33
2019-11-02,89366666.67
2019-11-03,89800000.0
2019-11-04,90433333.33
2019-11-05,91066666.67
2019-11-06,91700000.0
2019-11-07,96133333.33
2019-11-08,100566666.7
2019-11-09,105000000.0
2019-11-10,98466666.67
2019-11-11,91933333.33
2019-11-12,85400000.0
2019-11-13,88133333.33
2019-11-14,90866666.67
2019-11-15,93600000.0
2019-11-16,93400000.0
2019-11-17,93200000.0
2019-11-18,93000000.0
2019-11-19,90366666.67
2019-11-20,87733333.33
2019-11-21,85100000.0
2019-11-22,83600000.0
2019-11-23,82100000.0
2019-11-24,80600000.0
2019-11-25,88733333.33
2019-11-26,96866666.67
2019-11-27,105000000.0
2019-11-28,99866666.67
2019-11-29,94733333.33
2019-11-30,89600000.0
2019-12-01,95733333.33
2019-12-02,101866666.7
2019-12-03,108000000.0
2019-12-04,105066666.7
2019-12-05,102133333.3
2019-12-06,99200000.0
2019-12-07,97700000.0
2019-12-08,96200000.0
2019-12-09,94700000.0
2019-12-10,95566666.67
2019-12-11,96433333.33
2019-12-12,97300000.0
2019-12-13,98200000.0
2019-12-14,99100000.0
2019-12-15,100000000.0
2019-12-16,100333333.3
2019-12-17,100666666.7
2019-12-18,101000000.0
2019-12-19,103666666.7
2019-12-20,106333333.3
2019-12-21,109000000.0
2019-12-22,100133333.3
2019-12-23,91266666.67
2019-12-24,82400000.0
2019-12-25,86900000.0
2019-12-26,91400000.0
2019-12-27,95900000.0
2019-12-28,95033333.33
2019-12-29,94166666.67
2019-12-30,93300000.0
2019-12-31,100866666.7
2020-01-01,108433333.3
2020-01-02,116000000.0
2020-01-03,108200000.0
2020-01-04,100400000.0
2020-01-05,92600000.0
2020-01-06,97733333.33
2020-01-07,102866666.7
2020-01-08,108000000.0
2020-01-09,106666666.7
2020-01-10,105333333.3
2020-01-11,104000000.0
2020-01-12,106333333.3
2020-01-13,108666666.7
2020-01-14,111000000.0
2020-01-15,106333333.3
2020-01-16,101666666.7
2020-01-17,97000000.0
2020-01-18,102000000.0
2020-01-19,107000000.0
2020-01-20,112000000.0
2020-01-21,112000000.0
2020-01-22,112000000.0
2020-01-23,112000000.0
2020-01-24,106266666.7
2020-01-25,100533333.3
2020-01-26,94800000.0
2020-01-27,103200000.0
2020-01-28,111600000.0
2020-01-29,120000000.0
2020-01-30,116666666.7
2020-01-31,113333333.3
2020-02-01,110000000.0
2020-02-02,114000000.0
2020-02-03,118000000.0
2020-02-04,122000000.0
2020-02-05,117000000.0
2020-02-06,112000000.0
2020-02-07,107000000.0
2020-02-08,109333333.3
2020-02-09,111666666.7
2020-02-10,114000000.0
2020-02-11,110666666.7
2020-02-12,107333333.3
2020-02-13,104000000.0
2020-02-14,109666666.7
2020-02-15,115333333.3
2020-02-16,121000000.0
2020-02-17,113133333.3
2020-02-18,105266666.7
2020-02-19,97400000.0
2020-02-20,101600000.0
2020-02-21,105800000.0
2020-02-22,110000000.0
2020-02-23,108333333.3
2020-02-24,106666666.7
2020-02-25,105000000.0
2020-02-26,105666666.7
2020-02-27,106333333.3
2020-02-28,107000000.0
2020-02-29,110666666.7
2020-03-01,114333333.3
2020-03-02,118000000.0
2020-03-03,118333333.3
2020-03-04,118666666.7
2020-03-05,119000000.0
2020-03-06,119333333.3
2020-03-07,119666666.7
2020-03-08,120000000.0
2020-03-09,121333333.3
2020-03-10,122666666.7
2020-03-11,124000000.0
2020-03-12,115300000.0
2020-03-13,106600000.0
2020-03-14,97900000.0
2020-03-15,92700000.0
2020-03-16,87500000.0
2020-03-17,82300000.0
2020-03-18,88866666.67
2020-03-19,95433333.33
2020-03-20,102000000.0
2020-03-21,104333333.3
2020-03-22,106666666.7
2020-03-23,109000000.0
2020-03-24,108333333.3
2020-03-25,107666666.7
2020-03-26,107000000.0
2020-03-27,105333333.3
2020-03-28,103666666.7
2020-03-29,102000000.0
2020-03-30,103333333.3
2020-03-31,104666666.7
2020-04-01,106000000.0
2020-04-02,111000000.0
2020-04-03,116000000.0
2020-04-04,121000000.0
2020-04-05,115000000.0
2020-04-06,109000000.0
2020-04-07,103000000.0
2020-04-08,107333333.3
2020-04-09,111666666.7
2020-04-10,116000000.0
2020-04-11,118333333.3
2020-04-12,120666666.7
2020-04-13,123000000.0
2020-04-14,112966666.7
2020-04-15,102933333.3
2020-04-16,92900000.0
2020-04-17,101266666.7
2020-04-18,109633333.3
2020-04-19,118000000.0
2020-04-20,116333333.3
2020-04-21,114666666.7
2020-04-22,113000000.0
2020-04-23,111666666.7
2020-04-24,110333333.3
2020-04-25,109000000.0
2020-04-26,111000000.0
2020-04-27,113000000.0
2020-04-28,115000000.0
2020-04-29,115666666.7
2020-04-30,116333333.3
2020-05-01,117000000.0
2020-05-02,120000000.0
2020-05-03,123000000.0
2020-05-04,126000000.0
2020-05-05,120666666.7
2020-05-06,115333333.3
2020-05-07,110000000.0
2020-05-08,115333333.3
2020-05-09,120666666.7
2020-05-10,126000000.0
2020-05-11,114433333.3
2020-05-12,102866666.7
2020-05-13,91300000.0
2020-05-14,88100000.0
2020-05-15,84900000.0
2020-05-16,81700000.0
2020-05-17,83466666.67
2020-05-18,85233333.33
2020-05-19,87000000.0
2020-05-20,87833333.33
2020-05-21,88666666.67
2020-05-22,89500000.0
2020-05-23,90766666.67
2020-05-24,92033333.33
2020-05-25,93300000.0
2020-05-26,94066666.67
2020-05-27,94833333.33
2020-05-28,95600000.0
2020-05-29,97400000.0
2020-05-30,99200000.0
2020-05-31,101000000.0
2020-06-01,103666666.7
2020-06-02,106333333.3
2020-06-03,109000000.0
2020-06-04,109000000.0
2020-06-05,109000000.0
2020-06-06,109000000.0
2020-06-07,110000000.0
2020-06-08,111000000.0
2020-06-09,112000000.0
2020-06-10,110666666.7
2020-06-11,109333333.3
2020-06-12,108000000.0
2020-06-13,107333333.3
2020-06-14,106666666.7
2020-06-15,106000000.0
2020-06-16,107666666.7
2020-06-17,109333333.3
2020-06-18,111000000.0
2020-06-19,111333333.3
2020-06-20,111666666.7
2020-06-21,112000000.0
2020-06-22,111666666.7
2020-06-23,111333333.3
2020-06-24,111000000.0
2020-06-25,113333333.3
2020-06-26,115666666.7
2020-06-27,118000000.0
2020-06-28,121000000.0
2020-06-29,124000000.0
2020-06-30,127000000.0
2020-07-01,125666666.7
2020-07-02,124333333.3
2020-07-03,123000000.0
2020-07-04,124000000.0
2020-07-05,125000000.0
2020-07-06,126000000.0
2020-07-07,126000000.0
2020-07-08,126000000.0
2020-07-09,126000000.0
2020-07-10,124333333.3
2020-07-11,122666666.7
2020-07-12,121000000.0
2020-07-13,119666666.7
2020-07-14,118333333.3
2020-07-15,117000000.0
2020-07-16,115666666.7
2020-07-17,114333333.3
2020-07-18,113000000.0
2020-07-19,116666666.7
2020-07-20,120333333.3
2020-07-21,124000000.0
2020-07-22,123333333.3
2020-07-23,122666666.7
2020-07-24,122000000.0
2020-07-25,121666666.7
2020-07-26,121333333.3
2020-07-27,121000000.0
2020-07-28,123333333.3
2020-07-29,125666666.7
2020-07-30,128000000.0
2020-07-31,130666666.7
2020-08-01,133333333.3
2020-08-02,136000000.0
2020-08-03,134333333.3
2020-08-04,132666666.7
2020-08-05,131000000.0
2020-08-06,131000000.0
2020-08-07,131000000.0
2020-08-08,131000000.0
2020-08-09,131333333.3
2020-08-10,131666666.7
2020-08-11,132000000.0
2020-08-12,131666666.7
2020-08-13,131333333.3
2020-08-14,131000000.0
2020-08-15,126666666.7
2020-08-16,122333333.3
2020-08-17,118000000.0
2020-08-18,122333333.3
2020-08-19,126666666.7
2020-08-20,131000000.0
2020-08-21,130000000.0
2020-08-22,129000000.0
2020-08-23,128000000.0
2020-08-24,123000000.0
2020-08-25,118000000.0
2020-08-26,113000000.0
2020-08-27,112333333.3
2020-08-28,111666666.7
2020-08-29,111000000.0
2020-08-30,116000000.0
2020-08-31,121000000.0
2020-09-01,126000000.0
2020-09-02,125000000.0
2020-09-03,124000000.0
2020-09-04,123000000.0
2020-09-05,126666666.7
2020-09-06,130333333.3
2020-09-07,134000000.0
2020-09-08,129000000.0
2020-09-09,124000000.0
2020-09-10,119000000.0
2020-09-11,130000000.0
2020-09-12,141000000.0
2020-09-13,152000000.0
2020-09-14,152333333.3
2020-09-15,152666666.7
2020-09-16,153000000.0
2020-09-17,147000000.0
2020-09-18,141000000.0
2020-09-19,135000000.0
2020-09-20,135333333.3
2020-09-21,135666666.7
2020-09-22,136000000.0
2020-09-23,138666666.7
2020-09-24,141333333.3
2020-09-25,144000000.0
2020-09-26,141000000.0
2020-09-27,138000000.0
2020-09-28,135000000.0
2020-09-29,133666666.7
2020-09-30,132333333.3
2020-10-01,131000000.0
2020-10-02,132000000.0
2020-10-03,133000000.0
2020-10-04,134000000.0
2020-10-05,141000000.0
2020-10-06,148000000.0
2020-10-07,155000000.0
2020-10-08,148000000.0
2020-10-09,141000000.0
2020-10-10,134000000.0
2020-10-11,137000000.0
2020-10-12,140000000.0
2020-10-13,143000000.0
2020-10-14,146000000.0
2020-10-15,149000000.0
2020-10-16,152000000.0
2020-10-17,149000000.0
2020-10-18,146000000.0
2020-10-19,143000000.0
2020-10-20,138666666.7
2020-10-21,134333333.3
2020-10-22,130000000.0
2020-10-23,123000000.0
2020-10-24,116000000.0
2020-10-25,109000000.0
2020-10-26,108333333.3
2020-10-27,107666666.7
2020-10-28,107000000.0
2020-10-29,112666666.7
2020-10-30,118333333.3
2020-10-31,124000000.0
2020-11-01,127000000.0
2020-11-02,130000000.0
2020-11-03,133000000.0
2020-11-04,129333333.3
2020-11-05,125666666.7
2020-11-06,122000000.0
2020-11-07,122333333.3
2020-11-08,122666666.7
2020-11-09,123000000.0
2020-11-10,120666666.7
2020-11-11,118333333.3
2020-11-12,116000000.0
2020-11-13,122666666.7
2020-11-14,129333333.3
2020-11-15,136000000.0
2020-11-16,130666666.7
2020-11-17,125333333.3
2020-11-18,120000000.0
2020-11-19,130666666.7
2020-11-20,141333333.3
2020-11-21,152000000.0
2020-11-22,146666666.7
2020-11-23,141333333.3
2020-11-24,136000000.0
2020-11-25,135666666.7
2020-11-26,135333333.3
2020-11-27,135000000.0
2020-11-28,138333333.3
2020-11-29,141666666.7
2020-11-30,145000000.0
2020-12-01,142333333.3
2020-12-02,139666666.7
2020-12-03,137000000.0
2020-12-04,139000000.0
2020-12-05,141000000.0
2020-12-06,143000000.0
2020-12-07,136666666.7
2020-12-08,130333333.3
2020-12-09,124000000.0
2020-12-10,132000000.0
2020-12-11,140000000.0
2020-12-12,148000000.0
2020-12-13,143000000.0
2020-12-14,138000000.0
2020-12-15,133000000.0
2020-12-16,137666666.7
2020-12-17,142333333.3
2020-12-18,147000000.0
2020-12-19,142333333.3
2020-12-20,137666666.7
2020-12-21,133000000.0
2020-12-22,133333333.3
2020-12-23,133666666.7
2020-12-24,134000000.0
2020-12-25,138666666.7
2020-12-26,143333333.3
2020-12-27,148000000.0
2020-12-28,149666666.7
2020-12-29,151333333.3
2020-12-30,153000000.0
2020-12-31,150666666.7
2021-01-01,148333333.3
2021-01-02,146000000.0
2021-01-03,152000000.0
2021-01-04,158000000.0
2021-01-05,164000000.0
2021-01-06,154000000.0
2021-01-07,144000000.0
2021-01-08,134000000.0
2021-01-09,140000000.0
2021-01-10,146000000.0
2021-01-11,152000000.0
2021-01-12,154333333.3
2021-01-13,156666666.7
2021-01-14,159000000.0
2021-01-15,155666666.7
2021-01-16,152333333.3
2021-01-17,149000000.0
2021-01-18,143333333.3
2021-01-19,137666666.7
2021-01-20,132000000.0
2021-01-21,136000000.0
2021-01-22,140000000.0
2021-01-23,144000000.0
2021-01-24,145000000.0
2021-01-25,146000000.0
2021-01-26,147000000.0
2021-01-27,145000000.0
2021-01-28,143000000.0
2021-01-29,141000000.0
2021-01-30,146333333.3
2021-01-31,151666666.7
2021-02-01,157000000.0
2021-02-02,163000000.0
2021-02-03,169000000.0
2021-02-04,175000000.0
2021-02-05,174333333.3
2021-02-06,173666666.7
2021-02-07,173000000.0
2021-02-08,161000000.0
2021-02-09,149000000.0
2021-02-10,137000000.0
2021-02-11,144333333.3
2021-02-12,151666666.7
2021-02-13,159000000.0
2021-02-14,155000000.0
2021-02-15,151000000.0
2021-02-16,147000000.0
2021-02-17,150666666.7
2021-02-18,154333333.3
2021-02-19,158000000.0
2021-02-20,151000000.0
2021-02-21,144000000.0
2021-02-22,137000000.0
2021-02-23,141333333.3
2021-02-24,145666666.7
2021-02-25,150000000.0
2021-02-26,146666666.7
2021-02-27,143333333.3
2021-02-28,140000000.0
2021-03-01,139333333.3
2021-03-02,138666666.7
2021-03-03,138000000.0
2021-03-04,144000000.0
2021-03-05,150000000.0
2021-03-06,156000000.0
2021-03-07,157000000.0
2021-03-08,158000000.0
2021-03-09,159000000.0
2021-03-10,156666666.7
2021-03-11,154333333.3
2021-03-12,152000000.0
2021-03-13,154333333.3
2021-03-14,156666666.7
2021-03-15,159000000.0
2021-03-16,158666666.7
2021-03-17,158333333.3
2021-03-18,158000000.0
2021-03-19,160000000.0
2021-03-20,162000000.0
2021-03-21,164000000.0
2021-03-22,165000000.0
2021-03-23,166000000.0
2021-03-24,167000000.0
2021-03-25,169000000.0
2021-03-26,171000000.0
2021-03-27,173000000.0
2021-03-28,172333333.3
2021-03-29,171666666.7
2021-03-30,171000000.0
2021-03-31,164333333.3
2021-04-01,157666666.7
2021-04-02,151000000.0
2021-04-03,156000000.0
2021-04-04,161000000.0
2021-04-05,166000000.0
2021-04-06,169000000.0
2021-04-07,172000000.0
2021-04-08,175000000.0
2021-04-09,172000000.0
2021-04-10,169000000.0
2021-04-11,166000000.0
2021-04-12,177000000.0
2021-04-13,188000000.0
2021-04-14,199000000.0
2021-04-15,181000000.0
2021-04-16,163000000.0
2021-04-17,145000000.0
2021-04-18,136000000.0
2021-04-19,127000000.0
2021-04-20,118000000.0
2021-04-21,135333333.3
2021-04-22,152666666.7
2021-04-23,170000000.0
2021-04-24,168666666.7
2021-04-25,167333333.3
2021-04-26,166000000.0
2021-04-27,167333333.3
2021-04-28,168666666.7
2021-04-29,170000000.0
2021-04-30,173666666.7
2021-05-01,177333333.3
2021-05-02,181000000.0
2021-05-03,178666666.7
2021-05-04,176333333.3
2021-05-05,174000000.0
2021-05-06,179666666.7
2021-05-07,185333333.3
2021-05-08,191000000.0
2021-05-09,186000000.0
2021-05-10,181000000.0
2021-05-11,176000000.0
2021-05-12,168333333.3
2021-05-13,160666666.7
2021-05-14,153000000.0
2021-05-15,143666666.7
2021-05-16,134333333.3
2021-05-17,125000000.0
2021-05-18,129000000.0
2021-05-19,133000000.0
2021-05-20,137000000.0
2021-05-21,143666666.7
2021-05-22,150333333.3
2021-05-23,157000000.0
2021-05-24,153333333.3
2021-05-25,149666666.7
2021-05-26,146000000.0
2021-05-27,148000000.0
2021-05-28,150000000.0
2021-05-29,152000000.0
2021-05-30,159333333.3
2021-05-31,166666666.7
2021-06-01,174000000.0
2021-06-02,161666666.7
2021-06-03,149333333.3
2021-06-04,137000000.0
2021-06-05,143333333.3
2021-06-06,149666666.7
2021-06-07,156000000.0
2021-06-08,140666666.7
2021-06-09,125333333.3
2021-06-10,110000000.0
2021-06-11,118000000.0
2021-06-12,126000000.0
2021-06-13,134000000.0
2021-06-14,132333333.3
2021-06-15,130666666.7
2021-06-16,129000000.0
2021-06-17,120666666.7
2021-06-18,112333333.3
2021-06-19,104000000.0
2021-06-20,102666666.7
2021-06-21,101333333.3
2021-06-22,100000000.0
2021-06-23,96066666.67
2021-06-24,92133333.33
2021-06-25,88200000.0
2021-06-26,88533333.33
2021-06-27,88866666.67
2021-06-28,89200000.0
2021-06-29,89200000.0
2021-06-30,89200000.0
2021-07-01,89200000.0
2021-07-02,90866666.67
2021-07-03,92533333.33
2021-07-04,94200000.0
2021-07-05,95866666.67
2021-07-06,97533333.33
2021-07-07,99200000.0
2021-07-08,95866666.67
2021-07-09,92533333.33
2021-07-10,89200000.0
2021-07-11,99800000.0
2021-07-12,110400000.0
2021-07-13,121000000.0
2021-07-14,114666666.7
2021-07-15,108333333.3
2021-07-16,102000000.0
2021-07-17,95633333.33
2021-07-18,89266666.67
2021-07-19,82900000.0
2021-07-20,85866666.67
2021-07-21,88833333.33
2021-07-22,91800000.0
2021-07-23,95200000.0
2021-07-24,98600000.0
2021-07-25,102000000.0
2021-07-26,104333333.3
2021-07-27,106666666.7
2021-07-28,109000000.0
2021-07-29,109666666.7
2021-07-30,110333333.3
2021-07-31,111000000.0
2021-08-01,106666666.7
2021-08-02,102333333.3
2021-08-03,98000000.0
2021-08-04,105333333.3
2021-08-05,112666666.7
2021-08-06,120000000.0
2021-08-07,119666666.7
2021-08-08,119333333.3
2021-08-09,119000000.0
2021-08-10,115333333.3
2021-08-11,111666666.7
2021-08-12,108000000.0
2021-08-13,113666666.7
2021-08-14,119333333.3
2021-08-15,125000000.0
2021-08-16,123000000.0
2021-08-17,121000000.0
2021-08-18,119000000.0
2021-08-19,121666666.7
2021-08-20,124333333.3
2021-08-21,127000000.0
2021-08-22,128333333.3
2021-08-23,129666666.7
2021-08-24,131000000.0
2021-08-25,128333333.3
2021-08-26,125666666.7
2021-08-27,123000000.0
2021-08-28,124000000.0
2021-08-29,125000000.0
2021-08-30,126000000.0
2021-08-31,127333333.3
2021-09-01,128666666.7
2021-09-02,130000000.0
2021-09-03,137000000.0
2021-09-04,144000000.0
2021-09-05,151000000.0
2021-09-06,142333333.3
2021-09-07,133666666.7
2021-09-08,125000000.0
2021-09-09,128333333.3
2021-09-10,131666666.7
2021-09-11,135000000.0
2021-09-12,133333333.3
2021-09-13,131666666.7
2021-09-14,130000000.0
2021-09-15,134000000.0
2021-09-16,138000000.0
2021-09-17,142000000.0
2021-09-18,132666666.7
2021-09-19,123333333.3
2021-09-20,114000000.0
2021-09-21,122666666.7
2021-09-22,131333333.3
2021-09-23,140000000.0
2021-09-24,142000000.0
2021-09-25,144000000.0
2021-09-26,146000000.0
2021-09-27,151000000.0
2021-09-28,156000000.0
2021-09-29,161000000.0
2021-09-30,154666666.7
2021-10-01,148333333.3
2021-10-02,142000000.0
2021-10-03,138000000.0
2021-10-04,134000000.0
2021-10-05,130000000.0
2021-10-06,136000000.0
2021-10-07,142000000.0
2021-10-08,148000000.0
2021-10-09,143000000.0
2021-10-10,138000000.0
2021-10-11,133000000.0
2021-10-12,135000000.0
2021-10-13,137000000.0
2021-10-14,139000000.0
2021-10-15,141666666.7
2021-10-16,144333333.3
2021-10-17,147000000.0
2021-10-18,147333333.3
2021-10-19,147666666.7
2021-10-20,148000000.0
2021-10-21,149666666.7
2021-10-22,151333333.3
2021-10-23,153000000.0
2021-10-24,154333333.3
2021-10-25,155666666.7
2021-10-26,157000000.0
2021-10-27,156333333.3
2021-10-28,155666666.7
2021-10-29,155000000.0
2021-10-30,160000000.0
2021-10-31,165000000.0
2021-11-01,170000000.0
2021-11-02,169000000.0
2021-11-03,168000000.0
2021-11-04,167000000.0
2021-11-05,159666666.7
2021-11-06,152333333.3
2021-11-07,145000000.0
2021-11-08,153333333.3
2021-11-09,161666666.7
2021-11-10,170000000.0
2021-11-11,171666666.7
2021-11-12,173333333.3
2021-11-13,175000000.0
2021-11-14,172666666.7
2021-11-15,170333333.3
2021-11-16,168000000.0
2021-11-17,166333333.3
2021-11-18,164666666.7
2021-11-19,163000000.0
2021-11-20,158333333.3
2021-11-21,153666666.7
2021-11-22,149000000.0
2021-11-23,149000000.0
2021-11-24,149000000.0
2021-11-25,149000000.0
2021-11-26,152333333.3
2021-11-27,155666666.7
2021-11-28,159000000.0
2021-11-29,163333333.3
2021-11-30,167666666.7
2021-12-01,172000000.0
2021-12-02,176000000.0
2021-12-03,180000000.0
2021-12-04,184000000.0
2021-12-05,185000000.0
2021-12-06,186000000.0
2021-12-07,187000000.0
2021-12-08,183333333.3
2021-12-09,179666666.7
2021-12-10,176000000.0
2021-12-11,176666666.7
2021-12-12,177333333.3
2021-12-13,178000000.0
2021-12-14,178333333.3
2021-12-15,178666666.7
2021-12-16,179000000.0
2021-12-17,177000000.0
2021-12-18,175000000.0
2021-12-19,173000000.0
2021-12-20,176333333.3
2021-12-21,179666666.7
2021-12-22,183000000.0
2021-12-23,176000000.0
2021-12-24,169000000.0
2021-12-25,162000000.0
2021-12-26,166333333.3
2021-12-27,170666666.7
2021-12-28,175000000.0
2021-12-29,186000000.0
2021-12-30,197000000.0
2021-12-31,208000000.0
2022-01-01,197666666.7
2022-01-02,187333333.3
2022-01-03,177000000.0
2022-01-04,174333333.3
2022-01-05,171666666.7
2022-01-06,169000000.0
2022-01-07,170000000.0
2022-01-08,171000000.0
2022-01-09,172000000.0
2022-01-10,187000000.0
2022-01-11,202000000.0
2022-01-12,217000000.0
2022-01-13,215333333.3
2022-01-14,213666666.7
2022-01-15,212000000.0
2022-01-16,211333333.3
2022-01-17,210666666.7
2022-01-18,210000000.0
2022-01-19,199000000.0
2022-01-20,188000000.0
2022-01-21,177000000.0
2022-01-22,185000000.0
2022-01-23,193000000.0
2022-01-24,201000000.0
2022-01-25,202000000.0
2022-01-26,203000000.0
2022-01-27,204000000.0
2022-01-28,199000000.0
2022-01-29,194000000.0
2022-01-30,189000000.0
2022-01-31,191000000.0
2022-02-01,193000000.0
2022-02-02,195000000.0
2022-02-03,199000000.0
2022-02-04,203000000.0
2022-02-05,207000000.0
2022-02-06,200000000.0
2022-02-07,193000000.0
2022-02-08,186000000.0
2022-02-09,206666666.7
2022-02-10,227333333.3
2022-02-11,248000000.0
2022-02-12,242666666.7
2022-02-13,237333333.3
2022-02-14,232000000.0
2022-02-15,216666666.7
2022-02-16,201333333.3
2022-02-17,186000000.0
2022-02-18,181000000.0
2022-02-19,176000000.0
2022-02-20,171000000.0
2022-02-21,175333333.3
2022-02-22,179666666.7
2022-02-23,184000000.0
2022-02-24,185666666.7
2022-02-25,187333333.3
2022-02-26,189000000.0
2022-02-27,189000000.0
2022-02-28,189000000.0
2022-03-01,189000000.0
2022-03-02,182000000.0
2022-03-03,175000000.0
2022-03-04,168000000.0
2022-03-05,179666666.7
2022-03-06,191333333.3
2022-03-07,203000000.0
2022-03-08,198333333.3
2022-03-09,193666666.7
2022-03-10,189000000.0
2022-03-11,196000000.0
2022-03-12,203000000.0
2022-03-13,210000000.0
2022-03-14,212666666.7
2022-03-15,215333333.3
2022-03-16,218000000.0
2022-03-17,215333333.3
2022-03-18,212666666.7
2022-03-19,210000000.0
2022-03-20,206000000.0
2022-03-21,202000000.0
2022-03-22,198000000.0
2022-03-23,205333333.3
2022-03-24,212666666.7
2022-03-25,220000000.0
2022-03-26,215333333.3
2022-03-27,210666666.7
2022-03-28,206000000.0
2022-03-29,204000000.0
2022-03-30,202000000.0
2022-03-31,200000000.0
2022-04-01,208333333.3
2022-04-02,216666666.7
2022-04-03,225000000.0
2022-04-04,215333333.3
2022-04-05,205666666.7
2022-04-06,196000000.0
2022-04-07,197000000.0
2022-04-08,198000000.0
2022-04-09,199000000.0
2022-04-10,199000000.0
2022-04-11,199000000.0
2022-04-12,199000000.0
2022-04-13,195333333.3
2022-04-14,191666666.7
2022-04-15,188000000.0
2022-04-16,183333333.3
2022-04-17,178666666.7
2022-04-18,174000000.0
2022-04-19,179000000.0
2022-04-20,184000000.0
2022-04-21,189000000.0
2022-04-22,201666666.7
2022-04-23,214333333.3
2022-04-24,227000000.0
2022-04-25,216666666.7
2022-04-26,206333333.3
2022-04-27,196000000.0
2022-04-28,213000000.0
2022-04-29,230000000.0
2022-04-30,247000000.0
2022-05-01,236666666.7
2022-05-02,226333333.3
2022-05-03,216000000.0
2022-05-04,214666666.7
2022-05-05,213333333.3
2022-05-06,212000000.0
2022-05-07,217000000.0
2022-05-08,222000000.0
2022-05-09,227000000.0
2022-05-10,230000000.0
2022-05-11,233000000.0
2022-05-12,236000000.0
2022-05-13,242333333.3
2022-05-14,248666666.7
2022-05-15,255000000.0
2022-05-16,233333333.3
2022-05-17,211666666.7
2022-05-18,190000000.0
2022-05-19,190000000.0
2022-05-20,190000000.0
2022-05-21,190000000.0
2022-05-22,200000000.0
2022-05-23,210000000.0
2022-05-24,220000000.0
2022-05-25,220000000.0
2022-05-26,220000000.0
2022-05-27,220000000.0
2022-05-28,219000000.0
2022-05-29,218000000.0
2022-05-30,217000000.0
2022-05-31,215666666.7
2022-06-01,214333333.3
2022-06-02,213000000.0
2022-06-03,216333333.3
2022-06-04,219666666.7
2022-06-05,223000000.0
2022-06-06,222000000.0
2022-06-07,221000000.0
2022-06-08,220000000.0
2022-06-09,210333333.3
2022-06-10,200666666.7
2022-06-11,191000000.0
2022-06-12,210000000.0
2022-06-13,229000000.0
2022-06-14,248000000.0
2022-06-15,243666666.7
2022-06-16,239333333.3
2022-06-17,235000000.0
2022-06-18,232000000.0
2022-06-19,229000000.0
2022-06-20,226000000.0
2022-06-21,214000000.0
2022-06-22,202000000.0
2022-06-23,190000000.0
2022-06-24,193333333.3
2022-06-25,196666666.7
2022-06-26,200000000.0
2022-06-27,217000000.0
2022-06-28,234000000.0
2022-06-29,251000000.0
2022-06-30,239220450.7
2022-07-01,214611394.162418
2022-07-02,215661352.059495
2022-07-03,212931461.527096
2022-07-04,216501318.377156
2022-07-05,217971259.433063
2022-07-06,212091495.209435
2022-07-07,207051697.303468
2022-07-08,203649440.84829
2022-07-09,206150660.121527
2022-07-10,204913526.098669
2022-07-11,204040060.410769
2022-07-12,199475664.436349
2022-07-13,205957831.904182
2022-07-14,202061941.863288
2022-07-15,195227065.761735
2022-07-16,193984899.913835
2022-07-17,196883286.89227
2022-07-18,190879485.294083
2022-07-19,192535706.424617
2022-07-20,189844347.087499
2022-07-21,193156789.348567
2022-07-22,193156789.348567
2022-07-23,193156789.348567
2022-07-24,216126988.138487
2022-07-25,195477912.838632
2022-07-26,220256803.198458
2022-07-27,227139828.29841
2022-07-28,194101307.818641
2022-07-29,200984332.918593
2022-07-30,177582047.578757
2022-07-31,209243963.038535
2022-08-01,187218282.71869
2022-08-02,213373778.098506
2022-08-03,199607727.898603
2022-08-04,183173748.802064
2022-08-05,210085555.039546
2022-08-06,225491829.075779
2022-08-07,222690688.341918
2022-08-08,201682132.837964
2022-08-09,200281562.471033
2022-08-10,207284414.305685
2022-08-11,196079851.370243
2022-08-12,215687836.507267
2022-08-13,194679281.003312
2022-08-14,186275858.80173
2022-08-15,203082703.204894
2022-08-16,207284414.305685
2022-08-17,180673577.334009
2022-08-18,202403376.033168
2022-08-19,250867150.786112
2022-08-20,209995536.332195
2022-08-21,205767438.285238
2022-08-22,204358072.269585
2022-08-23,242410954.692198
2022-08-24,205767438.285238
2022-08-25,224089196.488718
2022-08-26,248048418.754807
2022-08-27,204358072.269585
2022-08-28,226907928.520022
2022-08-29,221270464.457413
2022-08-30,228317294.535675
2022-08-31,219862688.891882
2022-09-01,212503108.157397
2022-09-02,198644209.799306
2022-09-03,226362006.515489
2022-09-04,258699436.017701
2022-09-05,235601272.087549
2022-09-06,218662618.538771
2022-09-07,224822128.920145
2022-09-08,195564454.608619
2022-09-09,226362006.515489
2022-09-10,241760782.468923
2022-09-11,281797599.947853
2022-09-12,235601272.087549
2022-09-13,211972242.073552
